,Bankrupt?,ROA,Net Interest Margin,Tax rate (A),Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Net Value Per Share (A),Cash Flow Per Share,After-tax Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Cash Reinvestment %,Quick Ratio,Debt ratio %,Borrowing dependency,Contingent liabilities/Net worth,Total Asset Turnover,Fixed Assets Turnover Frequency,Revenue per person,Operating profit per person,Working Capital to Total Assets,Average Total Assets,Cash/Total Assets,Cash/Current Liability,Total expense/Assets,Quick Asset Turnover Rate,Fixed Assets to Assets,Cash Flow to Total Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Total assets to GNP price,Equity to Liability
1529,0,0.522936674,0.606444313,0.232209738,0.0,0.458820865,0.000622062,0.20049724,0.309896018,0.689546353,0.000102432,0.000549121,0.369826012,0.005393101,0.162620552,0.380951635,0.00570525,0.091454273,0.00020728,0.018489197,0.397232084,0.760529464,0.339632257,0.031234302,0.001674187,0.016371494,0.00017944,0.305474669,0.638613566,0.313675442,0.043414026,0,0.00133248,0.022087846
1530,0,0.532442841,0.606372245,0.0,170000000.0,0.4684633,0.00069807,0.174581771,0.345087359,0.695582909,0.000115855,0.00078786,0.395439812,0.006953326,0.173625178,0.378445389,0.005365848,0.124437781,0.000108179,0.005449231,0.393941792,0.769931985,0.435240703,0.09775309,0.00478584,0.015740701,0.000175134,0.563516859,0.65268976,0.316759608,0.040240541,0,0.000486294,0.020448372
1531,0,0.501828109,0.603453495,0.116813443,2820000000.0,0.465876551,0.000717072,0.17955417,0.327226427,0.689320139,6930000000.0,0.000432609,0.387019858,0.004937073,0.159294978,0.376910999,0.005687579,0.140929535,0.00059839,0.069612091,0.408685918,0.751361066,0.30897118,0.07816688,0.003686037,0.021515097,869000000.0,0.113537987,0.663523589,0.31871527,0.047955987,0,0.019382411,0.022625974
1532,0,0.393652806,0.618328313,0.0,0.001602095,0.449012355,0.000131013,0.151742447,0.308905708,0.689581554,8980000000.0,0.000421105,0.346261317,0.003015021,0.112343925,0.374384622,0.005365848,0.043478261,9680000000.0,0.003945185,0.376902377,0.749036354,0.171963528,0.013687527,0.000725155,0.065649719,0.000190188,0.320227751,0.536940897,0.298615617,0.049174614,0,0.00025674,0.033495235
1533,0,0.508994296,0.59874746,0.264196781,0.0,0.457051072,0.000435044,0.179512031,0.214189715,0.691707501,0.000136423,0.001119054,0.314677173,0.005180995,0.233062249,0.390209424,0.005365848,0.380809595,0.001602262,0.117982463,0.409341715,0.798293218,0.656024448,0.014197528,0.000336595,0.019553191,8580000000.0,0.094124596,0.633904761,0.310680289,0.03899484,0,0.000954211,0.01422908
1534,1,0.416516355,0.616980643,0.0,6860000000.0,0.462692601,0.000658066,0.15528212,0.319056377,0.689400901,0.000109087,0.000870858,0.379605827,0.001894603,0.166520543,0.379579407,0.005365848,0.03898051,4310000000.0,0.003152035,0.391329911,0.697667398,0.112146603,0.048216428,0.002473304,0.036684198,0.000143955,0.391752058,0.63779082,0.313474037,0.113155622,0,0.00089142,0.021481561
1535,1,0.471310876,0.615308667,0.0,6760000000.0,0.459424775,0.000636064,0.169061565,0.312619368,0.689014607,6630000000.0,0.000438948,0.366184196,0.003137917,0.165553103,0.381105969,0.005365848,0.077961019,0.000145248,0.009664674,0.393964406,0.755729691,0.323247159,0.023760676,0.000807772,0.033596171,0.000169417,0.274365703,0.61848769,0.309409309,0.046616948,0,0.001286746,0.021630429
1536,0,0.532491591,0.606545208,0.192124709,4470000000.0,0.468414652,0.000752075,0.197041844,0.332991441,0.689483019,7510000000.0,0.000503205,0.393223054,0.006098664,0.132569459,0.374069244,0.005392659,0.154422789,0.001048506,0.042283683,0.406390629,0.772275956,0.341000202,0.189971786,0.009749696,0.025738888,9050000000.0,0.076555854,0.656221085,0.316811289,0.03909045,0,0.018104896,0.027899063
1537,0,0.459123483,0.602660747,0.0,3460000000.0,0.467267222,0.00049605,0.165521891,0.330975454,0.685937179,5590000000.0,0.000453421,0.400935137,0.005718121,0.166520543,0.378907272,0.006172004,0.166416792,0.00069976,0.04128784,0.399663056,0.766207063,0.440059424,0.10301112,0.004013781,0.042213557,968000000.0,0.086908857,0.659895,0.318172038,0.042812007,0,0.044330421,0.021484238
1538,0,0.497489397,0.606033526,0.034315214,3920000000.0,0.467421555,0.000574057,0.212591126,0.322663932,0.689444903,8690000000.0,0.000470739,0.381505905,0.01051795,0.080902137,0.372513605,0.005878303,0.085457271,0.00040397,0.028142121,0.396915493,0.79920461,0.279482133,0.071103163,0.008756989,0.014947198,0.000149793,0.107066332,0.667586468,0.31773931,0.02118851,0,0.023896288,0.047464444
1539,0,0.500219373,0.601932862,0.0,8320000000.0,0.471519757,0.000608061,0.203615524,0.346466719,0.689614073,6060000000.0,0.000470166,0.410007079,0.005082428,0.137618285,0.374370083,0.005365848,0.172413793,0.000284443,0.016324193,0.394461907,0.781767785,0.360028837,0.10466773,0.004534974,0.025133231,7740000000.0,0.324804915,0.659393391,0.317434527,0.037561206,0,0.012155891,0.026752824
1540,0,0.465217179,0.592607273,0.0,3970000000.0,0.479206193,0.000569057,0.184737263,0.3250336,0.68904851,6080000000.0,0.000436302,0.387308595,0.011881041,0.055839405,0.370823762,0.005504168,0.070464768,0.000107423,0.010190503,0.388571041,0.818141625,0.24255404,0.035966071,0.005464819,0.012480368,0.000136457,0.338746806,0.652805435,0.315705589,0.015066695,0,0.004741372,0.069038307
1541,0,0.567932531,0.603381427,0.014880049,4520000000.0,0.466664989,0.0,0.255067212,0.334830586,0.689629769,0.000101539,0.000513886,0.386963973,0.010080014,0.098013726,0.369637181,0.006120211,0.313343328,0.000998577,0.033039085,0.402173176,0.855514637,0.571023841,0.155370761,0.008012564,0.021440139,8230000000.0,0.187066737,0.607441089,0.309608024,0.022427801,0,0.013593543,0.038792372
1542,0,0.47652708,0.604152553,0.0,1680000000.0,0.460490006,0.000509051,0.200834352,0.316403763,0.689209427,6470000000.0,0.000458013,0.374706606,0.005418054,0.08141609,0.373449673,0.006417568,0.049475262,0.000210306,0.017754799,0.397695665,0.752934146,0.216985523,0.05468616,0.003937561,0.008539167,0.000181348,0.114679571,0.615653003,0.311047739,0.046624789,0,0.007056634,0.047152682
1543,0,0.549261444,0.601918448,0.181597328,5090000000.0,0.466733768,0.000469047,0.204668998,0.322982245,0.689465649,0.000103156,0.000480247,0.378422935,0.021591741,0.123560178,0.375754614,0.005365848,0.175412294,0.00031546,0.070246611,0.411026435,0.879927498,0.536582749,0.392049931,0.045516413,0.011763951,0.000145109,0.27017476,0.731243619,0.328712943,0.011377037,0,0.014235907,0.030170448
1544,0,0.48457076,0.596758385,0.230084017,0.0,0.461488136,0.000468047,0.227129072,0.317924595,0.689210784,7670000000.0,0.000457963,0.37539585,0.007122386,0.149922907,0.376102424,0.006760627,0.325337331,0.003022209,0.181020225,0.411670926,0.833095158,0.436541593,0.025292558,0.001252267,0.016281113,5150000000.0,0.061236353,0.629871947,0.312102116,0.025840296,0,0.013002892,0.024265743
1545,0,0.456734754,0.598033987,0.0,0.000130735,0.462090368,0.000532053,0.177700055,0.3180307,0.688805907,6340000000.0,0.000419808,0.376895421,0.005957676,0.11192067,0.375620411,0.005365848,0.04197901,4610000000.0,0.007373353,0.387259447,0.792535478,0.183536992,0.069745381,0.00723084,0.021528282,0.000182612,0.49756251,0.632435781,0.31299074,0.025062115,0,0.007082546,0.033637584
1546,0,0.493784429,0.598271811,0.210446401,0.0,0.465368259,0.000555056,0.194471367,0.329277782,0.689267597,0.000107292,0.000569384,0.385678626,0.008948991,0.178432143,0.381713239,0.006687506,0.305847076,0.001873088,0.122077464,0.406808982,0.872421332,0.555758759,0.083647192,0.004346867,0.020808165,8390000000.0,0.073432564,0.663478117,0.319369184,0.020540257,0,0.006179674,0.019796751
1547,0,0.464242188,0.653965897,0.570705537,0.000722607,0.480164062,0.0,0.233070667,0.319940581,0.689139544,6310000000.0,0.000440644,0.377109646,0.100229324,0.012969737,0.369637181,0.005365848,0.037481259,6200000000.0,0.00558436,0.392675426,0.847789816,0.382204456,0.040353063,0.031447165,0.042667647,0.000420566,0.31791377,0.647436151,0.315007916,0.002562238,0,0.002609896,0.25024426
1548,0,0.498171891,0.606494761,0.0,3040000000.0,0.470068695,0.000614061,0.181661118,0.329171677,0.689267856,6440000000.0,0.000443938,0.391071495,0.003227127,0.110409046,0.372785366,0.005365848,0.12143928,0.000128605,0.045656037,0.406175799,0.795666772,0.194844594,0.065557944,0.003702428,0.021862118,5990000000.0,0.480739703,0.66892437,0.318437833,0.03135162,0,0.005091652,0.034136241
1549,0,0.531077853,0.610206258,0.105273813,3740000000.0,0.463744412,0.000532053,0.220344697,0.320895522,0.689337076,870000000.0,0.000484115,0.375703215,0.009501714,0.092813738,0.370207545,0.005785683,0.062968516,0.00031546,0.007746427,0.395366455,0.796631664,0.336999845,0.129848527,0.01103495,0.008029404,0.000250601,0.104576906,0.611157824,0.31024007,0.026345168,0,0.004150497,0.041107186
1550,0,0.443084873,0.560551464,0.0,0.00103654,0.448644976,0.00039704,0.166870338,0.310320436,0.687511008,0.000107453,0.000446409,0.366901382,0.005828541,0.162922877,0.381008672,0.005365848,0.002998501,15100000.0,0.001113347,0.376110898,0.756385643,0.111528834,0.000622958,9060000000.0,0.009866101,0.002391254,0.791372378,0.624083195,0.310666937,0.040896362,0,0.04686942,0.022037207
1551,0,0.522546678,0.609499993,0.0,4300000000.0,0.482403563,0.000566057,0.175129577,0.323548136,0.689312233,5710000000.0,0.000461581,0.384356023,0.013673335,0.064546362,0.371879494,0.005365848,0.064467766,4770000000.0,0.00435351,0.392958097,0.786843926,0.220943701,0.062638615,0.012214501,0.016865155,0.000132462,0.778632434,0.544999808,0.302847252,0.019206452,0,0.000396933,0.059769298
1552,0,0.415443865,0.620901137,0.0,0.0,0.452801892,0.0,0.14748641,0.314529249,0.689586892,4610000000.0,0.00039398,0.362169815,0.016172439,0.068144028,0.369637181,0.005365848,0.058470765,0.00019442,0.009106532,0.379898691,0.883434557,0.696808892,0.231655518,0.016626665,0.073175483,0.000426804,0.132761915,0.643615916,0.314649678,0.015862935,0,0.000143706,0.056593003
1553,0,0.523326671,0.609723403,0.260147788,2750000000.0,0.463667245,0.000686069,0.181281868,0.325847068,0.689345011,7660000000.0,0.000500785,0.38976752,0.005852247,0.175650754,0.373892543,0.005365848,0.182908546,0.000676309,0.017910492,0.39843061,0.832922664,0.579091987,0.097592772,0.003190717,0.032784886,0.000134079,0.131376625,0.628726654,0.311321865,0.030743798,0,0.000546482,0.020168855
1554,0,0.542046507,0.638601018,0.0,0.000464872,0.463814868,0.000651065,0.169862206,0.320365,0.691136282,7620000000.0,0.000477128,0.380779405,0.001801027,0.128306678,0.377075398,0.005365848,0.050974513,4460000000.0,0.010983652,0.400997264,0.776356467,0.13615171,0.028117354,0.001644862,0.029766359,0.000118367,0.566805482,0.641432293,0.314319751,0.036602134,0,0.000717587,0.028935845
1555,0,0.484424511,0.604368757,0.0,8420000000.0,0.464604984,0.00040104,0.177700055,0.319056377,0.689323573,5890000000.0,0.000456865,0.379102865,0.019371493,0.0488557,0.370310435,0.005365848,0.145427286,0.00117711,0.020169499,0.393252075,0.952382131,0.585508757,0.180970011,0.021138058,0.031885404,0.000155789,0.065718075,0.614416094,0.311368992,0.007849913,0,0.000725656,0.078662789
1556,0,0.521912933,0.608037014,0.131895941,1600000000.0,0.46597217,0.000534053,0.219333361,0.326306854,0.689589287,7070000000.0,0.000449054,0.381431392,0.004654473,0.092450948,0.373898135,0.005365848,0.076461769,8470000000.0,0.011224535,0.39677981,0.743690832,0.228161026,0.045220623,0.002815763,0.012483788,0.000123525,0.500553812,0.607556372,0.309758241,0.053135524,0,0.001324315,0.041278823
1557,0,0.522546678,0.626118854,0.0,0.000291182,0.462531559,0.000435044,0.19270153,0.31781849,0.689331363,7840000000.0,0.000585854,0.37664394,0.065902504,0.015176709,0.369637181,0.005365848,0.085457271,0.002724148,0.016259566,0.403835282,0.96944433,0.800336514,0.141441177,0.037538958,0.031513899,0.000417084,0.014637272,0.531990587,0.303608493,0.003370671,0,0.000716963,0.221504848
1558,0,0.475308341,0.600426642,0.404089483,594000000.0,0.460890935,0.000740074,0.174750327,0.316368395,0.689148806,6400000000.0,0.000505376,0.374678663,0.004458588,0.162862412,0.372102048,0.005365848,0.172413793,0.000329833,0.043743666,0.393150313,0.724593118,0.27750165,0.152445323,0.007187906,0.023666247,596000000.0,0.270677366,0.619820815,0.309787861,0.065239067,0,0.000522661,0.022049838
1559,0,0.475503339,0.602747229,0.336673752,0.0,0.458931582,0.000427043,0.169904345,0.312194949,0.689182565,824000000.0,0.000451175,0.363492418,0.006963931,0.145146174,0.371823576,0.005365848,0.259370315,0.000478107,0.012179252,0.392426675,0.813006035,0.587281272,0.038963155,0.001354539,0.038146981,9590000000.0,0.25528641,0.623583549,0.311030049,0.033084859,0,0.000255003,0.025185722
1560,0,0.474625847,0.607590193,0.0,5140000000.0,0.458599431,0.0,0.16762884,0.316050081,0.689836766,0.00013656,0.000652657,0.373300175,0.024727163,0.045620824,0.369637181,0.005365848,0.15892054,0.00325521,0.014482323,0.392969404,0.952809603,0.666998859,0.39336276,0.042407567,0.030377052,0.000223365,0.021070578,0.804182075,0.33241513,0.00839347,0,0.000192781,0.084052543
1561,0,0.521620436,0.610667493,0.159833991,1610000000.0,0.482581381,0.000112011,0.200665796,0.325599491,0.689608735,0.000126968,0.000719011,0.389590552,0.038919533,0.029688303,0.370231031,0.005365848,0.103448276,0.000319999,0.037013645,0.409658307,0.919790778,0.701288377,0.032598376,0.005230159,0.015065865,0.00036006,0.144573174,0.631796314,0.31340702,0.006934528,0,0.002175459,0.12530532
1562,0,0.539609028,0.614876259,0.257515943,1340000000.0,0.458329349,0.000682068,0.180059837,0.30575794,0.689313791,0.0001099,0.000595162,0.35427145,0.00612237,0.167487983,0.379009043,0.005365848,0.209895052,0.006387867,0.016758956,0.3990751,0.84314765,0.663865236,0.158461525,0.004847519,0.047735534,0.000153955,0.014959093,0.695461731,0.325815311,0.030172923,0,0.00029517,0.021336129
1563,0,0.542436504,0.630392482,0.092519486,0.000140413,0.467163215,0.00029603,0.179301336,0.323654241,0.689558645,0.000123009,0.00050625,0.386060504,0.015699568,0.114762524,0.373754985,0.005365848,0.098950525,0.000253427,0.006468575,0.397752199,0.874156456,0.713975454,0.244805645,0.017709893,0.029272565,0.000377396,0.305059504,0.733094193,0.328314318,0.016566013,0,0.000346926,0.032727726
1564,0,0.500999366,0.606199282,0.17177852,0.0,0.460478263,0.000982098,0.199190932,0.31314989,0.689399112,9290000000.0,0.0005746,0.370897135,0.005241507,0.158297306,0.377932062,0.005365848,0.1994003,0.000678578,0.03080064,0.398803736,0.835649567,0.647334237,0.120819998,0.004109614,0.037469883,0.000149081,0.135610907,0.655311451,0.317042981,0.029924599,0,0.00163112,0.022791879
1565,0,0.445961098,0.604599374,0.0,0.004128671,0.451179722,0.000171017,0.168176647,0.312690104,0.687014001,9540000000.0,0.000499138,0.365681234,0.00676555,0.043292923,0.371127956,0.005365848,0.00149925,227000000.0,0.000343698,0.386671491,0.783743238,0.187312953,0.002745452,0.00029959,0.008926139,0.00493203,0.72218775,0.450663771,0.293478416,0.027273408,0,0.001600902,0.0883534
1566,0,0.439282406,0.600729327,0.0,1100000000.0,0.464760994,0.000406041,0.164173444,0.36687416,0.688741188,0.000151777,0.000382725,0.403831824,0.002323806,0.27330169,0.417252501,0.005365848,0.341829085,0.001121886,0.031590852,0.391171615,0.694836898,0.263923312,0.048665844,0.001368917,0.04569026,35400000.0,0.152136396,0.643917161,0.315687655,0.072352983,0,0.001385265,0.011528891
1567,0,0.453322283,0.60588939,0.0,0.000152977,0.451753437,0.000432043,0.189119717,0.312902313,0.689407999,8440000000.0,0.000507797,0.366733728,0.020137569,0.034344106,0.369637181,0.005365848,0.106446777,0.000309408,0.007837492,0.389272065,0.853434019,0.413341437,0.07159459,0.010352943,0.038252191,0.000173825,0.156476107,0.655374109,0.315884903,0.011460489,0,0.000388104,0.10972746
1568,0,0.336323307,0.587036423,0.0,0.000103399,0.454754536,0.001276128,0.140997008,0.307172667,0.689209081,4030000000.0,0.000343023,0.335130956,0.000729893,0.20536929,0.37819935,0.005365848,0.103448276,0.00020728,0.003322415,0.387496891,0.752231415,0.183005801,0.013538292,0.000409116,0.075262357,5370000000.0,0.300314302,0.623135497,0.308592685,0.047845739,0,0.000228068,0.016688052
1569,0,0.490128211,0.598372706,0.271181294,0.0,0.46612147,0.000467047,0.204795415,0.365176487,0.689377876,6320000000.0,0.000468444,0.435499795,0.007053764,0.213290202,0.377082108,0.005891099,0.326836582,0.003649345,0.10336501,0.403710907,0.815548648,0.843974479,0.280602838,0.006822409,0.023500322,989000000.0,0.051982945,0.739107542,0.346311089,0.03620881,0,0.001235907,0.015920193
1570,0,0.503924341,0.600239265,0.353578297,0.0,0.462174245,0.000175018,0.198221735,0.322451722,0.689327064,7780000000.0,0.000636561,0.381338251,0.005605206,0.17353448,0.37135051,0.005365848,0.352323838,0.000602929,0.0985973,0.400409308,0.745472176,0.515650953,0.11781931,0.003709159,0.032909979,5750000000.0,0.347595225,0.639818642,0.313867772,0.050055965,0,0.00207179,0.020460809
1571,0,0.425876274,0.598855561,0.0,0.000216816,0.446610134,0.000538054,0.172474822,0.302044281,0.688811649,0.000102118,0.000499113,0.350713461,0.004522219,0.111406718,0.375010904,0.005365848,0.059970015,5300000000.0,0.002538079,0.389339906,0.772643766,0.209457363,0.015102431,0.001037872,0.027627887,0.000171888,0.555995955,0.616155226,0.310556876,0.036545472,0,0.000515512,0.033797697
1572,0,0.495490664,0.600808602,0.227958295,0.0,0.465101532,0.000665067,0.172601239,0.335644055,0.689473699,7510000000.0,0.000470315,0.404595581,0.004733077,0.210750673,0.385881369,0.005365848,0.233883058,0.000574938,0.053308462,0.400047489,0.786323745,0.599695198,0.144114771,0.004176234,0.025633413,0.000106263,0.196399512,0.655068647,0.318455712,0.039638555,0,0.000545128,0.01616137
1573,0,0.525569151,0.616404099,0.0,0.0,0.467203476,0.000826083,0.154692175,0.330020514,0.689861552,8720000000.0,0.000618095,0.418911367,0.003040598,0.174955407,0.369637181,0.005365848,0.163418291,0.002025144,0.013230909,0.395276,0.838420147,0.372887747,0.028512456,0.000826437,0.050063411,9960000000.0,0.031651491,0.652472069,0.316733615,0.031367584,0,0.000186024,0.020266227
1574,0,0.341003266,0.652257888,0.0,0.001654049,0.448329601,0.001006101,0.154355063,0.307455613,0.687850963,0.000116748,0.000675565,0.352147834,0.005600839,0.075490522,0.369757964,0.005365848,0.011994003,2190000000.0,0.000361324,0.385393817,0.773709977,0.284061689,0.187828728,0.012691213,0.066193734,0.001300391,0.126993741,0.723463029,0.324677244,0.036274525,0,8880000000.0,0.050985849
1575,0,0.538390289,0.598711426,0.252252252,3010000000.0,0.457020877,0.000917092,0.180902617,0.281212421,0.788053107,0.000566365,0.001527258,0.331181774,0.007599624,0.223055295,0.378886023,0.005365848,0.622188906,0.002530485,0.063836787,0.399448226,0.808217048,0.844120672,0.110611593,0.002915476,0.023488624,9100000000.0,0.140025284,0.664190983,0.322497889,0.036559411,0,0.000351067,0.015049053
1576,0,0.423097548,0.608548696,0.0,4110000000.0,0.46102346,0.000682068,0.164131305,0.317075759,0.687928493,5210000000.0,0.000394853,0.37544242,0.004886542,0.146567101,0.378618735,0.005365848,0.059970015,5980000000.0,0.005311164,0.393139006,0.767558906,0.263651751,0.018145646,0.00097176,0.049983149,0.00016545,0.550166608,0.633362162,0.312801049,0.040509844,0,0.000447282,0.024906904
1577,0,0.324964657,0.643775494,0.0,0.001001903,0.437915503,0.0,0.139395727,0.306182358,0.684741363,5090000000.0,0.000349711,0.304506166,0.012391966,0.119025305,0.369637181,0.005365848,0.112443778,0.000692952,0.004802961,0.386320979,0.870968271,0.846899654,0.304322851,0.012854953,0.203140683,0.000278967,0.124313754,0.284804127,0.258660605,0.023184493,0,0.000112696,0.031446647
1578,0,0.428654999,0.156308105,0.0,0.005117671,0.445935767,0.000326033,0.172348405,0.315024404,0.687850934,5350000000.0,0.000418759,0.370505942,0.036280688,0.015358104,0.36993131,0.005365848,0.00149925,15100000.0,0.000393637,0.376359648,0.839870854,0.391989445,0.13153688,0.035195169,0.013477975,0.00978104,0.487737027,0.548004292,0.305183814,0.007753519,0,0.0026548,0.219303357
1579,0,0.489786964,0.606646103,0.0,0.000129886,0.462518138,0.00080308,0.186591378,0.321885832,0.689132446,5630000000.0,0.000437351,0.38212995,0.002089242,0.178734468,0.380273909,0.005365848,0.136431784,0.000434986,0.0181925,0.392415368,0.793163547,0.21445367,0.065033666,0.002265273,0.042580025,5520000000.0,0.167105077,0.648305543,0.315826179,0.03676554,0,0.002433824,0.019755453
1580,0,0.444449861,0.604793958,0.0,3380000000.0,0.475940045,0.0,0.185580043,0.3242555,0.68945229,634000000.0,0.000432459,0.387159569,0.018520575,0.038485957,0.369637181,0.005365848,0.074962519,0.000913849,0.022622387,0.396338844,0.836694728,0.412028714,0.174682094,0.022917802,0.023754947,0.000221757,0.039901513,0.679809667,0.318536466,0.014080936,0,0.00701921,0.098725879
1581,0,0.283332521,0.604476859,0.0,3970000000.0,0.455880157,0.0,0.204036914,0.300877131,0.683014205,386000000.0,0.000329597,0.350415409,0.007551588,0.129213653,0.369637181,0.00556693,0.113943028,0.001152146,0.017496291,0.378813234,0.815425233,0.634915089,0.127558255,0.004963006,0.127245093,0.000182364,0.088581761,0.655237258,0.316603783,0.031462692,0,0.00234392,0.028709874
1582,0,0.426656267,0.58183312,0.0,0.000204931,0.463476007,0.000693069,0.15654629,0.320860154,0.627006867,617000000.0,0.000462455,0.381012257,0.001824109,0.162136832,0.381429175,0.005365848,0.035982009,2870000000.0,0.007370416,0.379446417,0.714923526,0.132788395,0.060601641,0.003119194,0.029092848,0.000149221,0.684789018,0.657155401,0.317492458,0.078942272,0,0.006154065,0.022163565
1583,0,0.48461951,0.598379913,0.255896346,0.0,0.461565302,0.000547055,0.204753276,0.318561222,0.689236406,6480000000.0,0.000559777,0.375349279,0.006072463,0.181667019,0.380915848,0.007028127,0.257871064,0.003241593,0.118690422,0.410008819,0.842369661,0.581028794,0.020481526,0.000709666,0.021000133,864000000.0,0.040520773,0.647407146,0.315642028,0.028830678,0,0.00315546,0.019376005
1584,0,0.429434992,0.592319001,0.0,0.000242284,0.46205514,0.000630063,0.172264127,0.318278277,0.689037805,4550000000.0,0.000391834,0.377361127,0.00267378,0.109743931,0.372795432,0.005365848,0.08095952,0.000162647,0.021194718,0.370694919,0.816800867,0.14881926,0.04103226,0.00236942,0.03589085,606000000.0,0.289314576,0.600903711,0.308328822,0.026634426,0,0.005009873,0.0343563
1585,0,0.528542875,0.624720737,0.075716166,0.000145336,0.488615452,0.00030403,0.176899414,0.325917804,0.689345848,634000000.0,0.000463103,0.389357699,0.024306071,0.033195272,0.369637181,0.005365848,0.085457271,0.000134657,0.020718828,0.404310169,0.84230252,0.443321265,0.261332961,0.042993204,0.035949015,0.000210855,0.326736755,0.673515066,0.317792796,0.011330721,0,0.001190577,0.113290182
1586,0,0.500999366,0.605247986,0.0,2890000000.0,0.461249927,0.000568057,0.187181324,0.317358704,0.689165714,5690000000.0,0.00045155,0.375954696,0.005807954,0.106055567,0.374486393,0.005365848,0.083958021,0.000138439,0.004562079,0.392505823,0.839683362,0.300092001,0.068470675,0.004152367,0.01852537,0.00013766,0.333362697,0.590776506,0.306974281,0.022442991,0,0.00130692,0.035647867
1587,0,0.483059523,0.600433849,0.288996862,764000000.0,0.460968102,0.000638064,0.173149046,0.315908609,0.689177861,6630000000.0,0.00044037,0.365997914,0.005841018,0.183662364,0.378603078,0.005667471,0.227886057,0.021315081,0.052024735,0.398747202,0.845991487,0.727393565,0.055402508,0.001545638,0.025359061,0.000127108,0.009071444,0.63873352,0.313540749,0.030873304,0,0.001136124,0.019124145
1588,0,0.492858187,0.609290996,0.555218139,1410000000.0,0.470623957,0.000647065,0.173696852,0.324573813,0.689221315,6350000000.0,0.000447632,0.388100294,0.010221626,0.077274239,0.372156848,0.005365848,0.07946027,0.000233001,0.009370915,0.394088781,0.835585091,0.418452612,0.044018743,0.003290274,0.023531589,0.000212479,0.166724557,0.599001447,0.309006196,0.020493267,0,0.000485272,0.049768057
1589,0,0.463023449,0.600909497,0.0,3530000000.0,0.464351677,0.000586059,0.167670979,0.318490486,0.688880177,5310000000.0,0.00042949,0.378050371,0.005111749,0.077334704,0.372194872,0.005365848,0.136431784,0.000180803,0.008407385,0.390606273,0.823241846,0.092537057,0.027087417,0.00424523,0.032030836,1870000000.0,0.350190579,0.64179231,0.314422286,0.013998126,0,0.000383384,0.049733399
1590,0,0.492273193,0.599778031,0.0,6860000000.0,0.476419818,0.000592059,0.191816611,0.323831082,0.689124626,5700000000.0,0.000444937,0.38532469,0.004818544,0.03766968,0.37113914,0.006053183,0.017991004,1290000000.0,0.00695034,0.390911558,0.746199078,0.090556506,0.014129931,0.002238198,0.004825555,0.000201597,0.82421307,0.607290456,0.310741933,0.05645757,0,0.003121962,0.10077189
1591,0,0.470774631,0.599266349,0.0,0.0,0.463417294,0.000680068,0.181281868,0.323335927,0.689096667,5340000000.0,0.000443589,0.38736448,0.007724392,0.148290353,0.374719012,0.005504168,0.353823088,0.019886056,0.043223712,0.392641505,0.87205637,0.692992455,0.051605802,0.001764128,0.04370067,6730000000.0,0.008584664,0.637971015,0.313640709,0.025648529,0,0.000832232,0.024570704
1592,0,0.43660118,0.608209977,0.0,0.0,0.455615108,0.0,0.16805023,0.310744854,0.674945997,5450000000.0,0.000413045,0.360483961,0.010179828,0.103757898,0.369637181,0.005365848,0.215892054,0.000922927,0.016012808,0.388910246,0.841934466,0.653650329,0.041608291,0.002021678,0.099173561,0.000110774,0.102644453,0.516102049,0.2963248,0.024835293,0,0.000464829,0.036508545
1593,0,0.472529615,0.606617276,0.0,1630000000.0,0.496922574,0.000633063,0.172516961,0.339888237,0.690110848,4430000000.0,0.000465374,0.419628553,0.012698896,0.085890498,0.371570827,0.005365848,0.097451274,0.000144491,0.009062468,0.392607585,0.839910804,0.418063065,0.12211536,0.011238904,0.030224115,0.000147635,0.408512152,0.608489248,0.310030103,0.017496581,0,0.000410571,0.044603196
1594,0,0.433042461,0.603035501,0.0,0.0,0.462026622,0.000864086,0.186380683,0.318773431,0.688137971,533000000.0,0.000423401,0.378078313,0.00843058,0.11823926,0.372314537,0.005365848,0.265367316,0.001112052,0.019708297,0.390888944,0.866859177,0.603745569,0.024248564,0.001200525,0.075281304,7980000000.0,0.135015064,0.632217054,0.312901144,0.021681211,0,0.003860945,0.031671126
1595,0,0.652708039,0.618256245,0.012855552,0.000184557,0.472056566,0.001046105,0.216046521,0.347174082,0.691754128,0.000174116,0.000783568,0.406346634,0.011460573,0.104543943,0.369637181,0.005365848,0.308845577,0.007392496,0.033285842,0.413807919,0.912490955,0.811160199,0.208107092,0.010453188,0.054533538,0.000146241,0.022401489,0.71896677,0.325548647,0.017626498,0,0.000560417,0.036203124
1596,0,0.490566958,0.622883005,0.0,7880000000.0,0.499601587,0.0,0.203404829,0.3219212,0.68928563,6490000000.0,0.000457239,0.380323013,0.095205537,0.004897663,0.369637181,0.005365848,0.049475262,6510000000.0,0.00879221,0.396191855,0.867083012,0.453727855,0.02377274,0.014323907,0.018188504,0.000384512,0.520244212,0.526960525,0.303513493,0.002775446,0,0.000349362,0.470951049
